page,seq,round1_answer,round2_answer,match,question_start
237,1,○,○,MATCH,停止条件付法律行為は、停止条件が成就した時からその効力を生ずる。
237,2,○,○,MATCH,解除条件付法律行為は、解除条件が成就した時からその効力を失う。
237,3,○,×,DIFF,A・B間で締結された契約に、経済情勢に一定の変動があったときに当該契約は失効する
237,4,○,○,MATCH,条件が成就することによって不利益を受ける当事者が故意にその条件の成就を妨げたとき
237,5,×,×,MATCH,A・B間で締結された契約が利益契約であり、Bは一定の行為をなしというとき、もしB
238,1,×,○,DIFF,条件が法律行為の時に既に成就していた場合において、その条件が停止条件であるときは
238,2,×,×,MATCH,条件が成就しないことが法律行為の時に既に確定していた場合において、その条件が停止
238,3,○,○,MATCH,不法な条件を付した法律行為および法律行為をしないことを条件とするものは、無効であ
238,4,○,×,DIFF,不能の停止条件を付した法律行為は、無効であるのに対して、不能の解除条件を付した法
238,5,×,×,MATCH,停止条件付法律行為は、その条件が単に債務者の意思のみに係るときは、無効とする。
238,6,×,○,DIFF,A・B間で締結された契約が金銭消費貸借契約であり、借主Bが将来社会的に成功を収め
239,1,×,×,MATCH,時効による権利の取得は、時効が完成した時から、その効力を生ずる。
239,2,×,×,MATCH,当事者が時効を援用しない場合でも、時効完成が明らかであれば、裁判所は、これを前提
239,3,○,○,MATCH,Aが甲債権の担保としてB所有の不動産に抵当権を有している場合、Aの後順位抵当権者
239,4,○,×,DIFF,AのBに対する甲債権のために保証人となったCは、甲債権が消滅すればAに対して負っ
239,5,○,○,MATCH,時間によって期間を定めたときは、その期間は、即時から起算する。
239,6,○,○,MATCH,日、週、月または年によって期間を定めたときは、その期間の初日は、算入しないのが原
240,1,×,○,DIFF,AがBに対する甲債権の担保として所有の不動産に抵当権を有している場合。債務者Aに
240,2,×,×,MATCH,Bの詐害行為によってB所有の不動産を取得したCは、AのBに対する甲債権が消滅すれ
240,3,○,×,DIFF,AがBに対する甲債権の担保として所有の不動産に抵当権を有している場合。丙が不動産
240,4,×,○,DIFF,AはBから1000万円借り受け、Cが連帯保証人となった。この債権の時効が完成後、
240,5,×,×,MATCH,Aが、甲土地についての正当な権限に基づかないで、所有の甲土地上に乙建物を建てて、
240,6,○,○,MATCH,時効完成後に、時効の利益を放棄することは許されるが、時効完成前にあらかじめ時効の
241,1,○,○,MATCH,AがBに対する金銭債務の消滅時効完成後に、当該債務の支払の催告を受けた場合、Aが
241,2,○,○,MATCH,被相続人の右承により取得時効完成していた場合に、その共同相続人の一人は、自己の相
241,3,×,×,MATCH,時効の更新後、時効の更新事由が終了した時には、時効は新たに進行を開始するのではな
241,4,○,○,MATCH,裁判上の請求による時効の完成第予又は更新は、原則として当事者およびその承継人の間
241,5,○,×,DIFF,債務者Aの債権者Bに対する債務の承認によって被担保債権の時効が更新した場合に、物
241,6,×,○,DIFF,被保佐人が保佐人の同意を得ずに債務を承認した場合は、時効は更新しない。
241,7,×,×,MATCH,催告後に裁判上の請求をした場合には、催告の時から時効更新の効力が生じる。
242,1,○,×,DIFF,裁判上の請求がある場合、裁判が終了する（確定判決または確定判決と同一の効力を有す
242,2,×,○,DIFF,裁判上の請求がある場合において、確定判決または確定判決と同一の効力を有するものに
242,3,○,○,MATCH,催告があったときは、その時から6か月を経過するまでの間は、時効は完成しないが、催
242,4,×,×,MATCH,被保佐人が保佐人の同意を得て消費貸借契約に基づき金銭を借り受けた場合、金銭債務の
242,5,○,○,MATCH,時効の完成猶予・更新の効力は、完成猶予・更新の事由が生じた当事者およびその承継人
242,6,×,×,MATCH,時効の期間の満了前6か月以内の間に成年被後見人に法定代理人が選任されたときは、そ
243,1,×,×,MATCH,期限の定めのない債権の消滅時効は、債権者が相当の期間を定めて催告し、その期間が経
243,2,○,○,MATCH,取得時効において、時効期間中に目的物に生じた果実は、時効取得者に帰属する。
243,3,×,×,MATCH,取得時効の対象となるのは所有権だけであり、所有権以外の物権及び債権は、対象とはな
243,4,○,○,MATCH,土地の賃借権については、土地の継続的な用益という形態的な実が存在し、かつ、それが
243,5,○,×,DIFF,Aは、その所有する甲不動産をXに賃貸した後、Xが対抗要件を具備しない間に、Bに対
244,1,×,○,DIFF,債務の履行不能による損害賠償請求権の消滅時効は、債務の履行が不能となった時から進
244,2,○,×,DIFF,AがBに電化製品を売却し、Bの任意の支払方法によ  き、数回の期日の分割して弁済
244,3,○,○,MATCH,債権者が権利を行使できることを知った時から5年間行使しないとは、時効によって消滅
244,4,○,○,MATCH,不法行為による損害賠償請求権以外の債権（人の生命又は身体の侵害による損害賠償権を
244,5,○,×,DIFF,人の生命又は身体の侵害による損害賠償請求権は、その権利について行使することができ
244,6,○,○,MATCH,債権又は所有権以外の財産権は、権利を行使することができる時から20年間行使しない
245,1,×,×,MATCH,AがBに対しAの所有する不動産を売却した後に、同不動産を重ねてCにも売却した場合
245,2,×,○,DIFF,Aが所有する甲土地の上に、Bが無権原なく乙建物を建設してこれをCに譲渡した場合、
245,3,○,○,MATCH,Aが所有する甲土地の上に、Bが無権原なく乙建物を建設し、自己所有名義で建物保存登
246,1,×,○,DIFF,甲はその所有の土地を乙に売り渡し、代金を受け取ったが、移転登記が済まないうちに乙
246,2,×,×,MATCH,A所有の甲土地をBがAから買い受ける売買契約が締結され、B名義での所有権移転の仮
246,3,○,○,MATCH,Aは、自己所有の土地をBに売却したが、Bは、その旨の登記を行っていない。この場合
246,4,○,○,MATCH,乙が登記書類を偽造して甲所有の土地を自己を名義に登記し、その後に甲から丙に当該土
246,5,○,×,DIFF,甲は、乙から建物を購入したが、その登記前に丙がその建物を不法占拠した場合、甲は、
246,6,○,○,MATCH,Aは、自己所有の土地をBに売却したが、Bは、その旨の登記を行っていない。この場合
246,7,○,○,MATCH,土地が甲・乙・丙と順次、譲渡されたが、まだ登記は甲にある場合、丙は甲に対抗するこ
247,1,×,×,MATCH,甲は、乙から土地を購入したが、その登記前に乙が死亡し、乙の相続人丙が相続登記を済
247,2,×,○,DIFF,Aの所有する甲土地につきAがBに対して遺贈する旨の遺言をして死亡した後、Aの唯一
247,3,○,○,MATCH,Aは、自己所有の土地をBに売却したが、Bは、その旨の登記を行っていない。この場合
247,4,×,×,MATCH,両方でから土地を購入したが、まだその登記が未完了である場合において、甲が重ねてか
249,1,×,○,DIFF,不動産を時効により取得した占有者は、取得時効が完成した後にその不動産を譲り受けて
249,2,×,×,MATCH,不動産の取得時効の完成後、占有者が、その時効が完成した後に当該不動産を譲り受けた
249,3,×,○,DIFF,不動産を時効により取得した占有者は、取得時効が完成した後に当該不動産を譲り受けた
249,4,○,×,DIFF,不動産の取得時効の完成後、所有者後継登記がされたことのないまま、第三者が不動産の
